"GEO_ID","NAME","P001001","P001002","P001003","P001004","P001005","P001006","P001007","P001008","P001009","P001010","P001011","P001012","P001013","P001014","P001015","P001016","P001017","P001018","P001019","P001020","P001021","P001022","P001023","P001024","P001025","P001026","P001027","P001028","P001029","P001030","P001031","P001032","P001033","P001034","P001035","P001036","P001037","P001038","P001039","P001040","P001041","P001042","P001043","P001044","P001045","P001046","P001047","P001048","P001049","P001050","P001051","P001052","P001053","P001054","P001055","P001056","P001057","P001058","P001059","P001060","P001061","P001062","P001063","P001064","P001065","P001066","P001067","P001068","P001069","P001070","P001071"
"1400000US36029012901","Census Tract 129.01, Erie County, New York","6759","6685","6458","109","20","52","3","43","74","74","41","14","8","1","7","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029012902","Census Tract 129.02, Erie County, New York","3556","3522","3433","32","17","26","0","14","34","34","13","6","5","0","8","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013001","Census Tract 130.01, Erie County, New York","3079","3046","2991","26","10","4","0","15","33","33","13","13","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013002","Census Tract 130.02, Erie County, New York","5386","5330","5212","52","8","35","1","22","56","55","35","8","4","0","3","3","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013101","Census Tract 131.01, Erie County, New York","6498","6423","6261","56","34","35","1","36","75","72","29","20","11","3","9","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013102","Census Tract 131.02, Erie County, New York","8334","8286","8154","24","33","39","1","35","48","45","16","14","9","1","2","1","0","0","0","2","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013201","Census Tract 132.01, Erie County, New York","5940","5876","5748","33","19","57","0","19","64","60","25","14","14","2","2","0","0","0","1","0","0","1","0","1","0","4","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013202","Census Tract 132.02, Erie County, New York","5023","4992","4922","27","11","22","0","10","31","30","7","7","11","1","3","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013300","Census Tract 133, Erie County, New York","3538","3505","3473","10","4","12","0","6","33","32","7","12","8","0","5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013400","Census Tract 134, Erie County, New York","6270","6234","6148","28","12","32","0","14","36","36","6","9","13","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013501","Census Tract 135.01, Erie County, New York","7164","7116","6939","43","16","92","0","26","48","43","9","14","11","0","9","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013502","Census Tract 135.02, Erie County, New York","6859","6784","6621","25","7","112","1","18","75","75","9","15","26","8","10","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013600","Census Tract 136, Erie County, New York","3077","3047","2963","29","12","36","1","6","30","27","13","6","7","1","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013701","Census Tract 137.01, Erie County, New York","6284","6258","6142","46","14","44","3","9","26","25","7","5","7","2","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013702","Census Tract 137.02, Erie County, New York","5670","5614","5430","68","14","88","1","13","56","54","19","12","20","1","0","0","0","0","0","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029013800","Census Tract 138, Erie County, New York","7818","7762","7667","16","3","56","0","20","56","50","7","10","22","0","10","1","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US36029013900","Census Tract 139, Erie County, New York","2225","2198","2174","14","1","6","0","3","27","24","4","4","14","0","1","0","0","0","0","0","0","0","1","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014000","Census Tract 140, Erie County, New York","3739","3708","3659","11","6","21","2","9","31","30","13","8","4","1","1","0","0","0","0","0","1","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014101","Census Tract 141.01, Erie County, New York","6179","6158","6112","9","8","15","4","10","21","21","10","7","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014102","Census Tract 141.02, Erie County, New York","5138","5118","5080","10","5","17","1","5","20","20","12","0","4","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014204","Census Tract 142.04, Erie County, New York","3944","3920","3860","14","15","26","0","5","24","24","6","6","7","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014206","Census Tract 142.06, Erie County, New York","7002","6943","6830","40","3","50","0","20","59","55","19","14","14","0","5","3","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014207","Census Tract 142.07, Erie County, New York","5338","5287","5088","102","7","63","0","27","51","48","16","9","18","0","0","1","0","0","2","0","0","0","0","0","2","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014208","Census Tract 142.08, Erie County, New York","4824","4789","4673","73","11","27","0","5","35","33","4","8","17","0","0","0","0","0","0","0","0","3","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014209","Census Tract 142.09, Erie County, New York","4210","4184","4087","59","7","23","0","8","26","23","7","8","5","1","0","0","0","0","0","0","0","0","0","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014300","Census Tract 143, Erie County, New York","6141","6068","5996","41","5","9","0","17","73","69","20","24","12","0","9","0","0","0","1","0","0","0","3","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014400","Census Tract 144, Erie County, New York","4211","4166","4087","30","22","16","0","11","45","44","17","7","11","1","5","0","0","0","0","0","0","0","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014501","Census Tract 145.01, Erie County, New York","3555","3518","3470","21","3","17","0","7","37","33","13","3","12","0","2","0","2","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014502","Census Tract 145.02, Erie County, New York","2379","2341","2274","27","12","17","0","11","38","32","12","3","7","1","6","0","0","0","2","0","0","0","1","0","0","6","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014601","Census Tract 146.01, Erie County, New York","4915","4857","4592","71","7","183","2","2","58","54","11","6","25","1","5","2","3","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014603","Census Tract 146.03, Erie County, New York","4487","4420","4061","61","3","276","0","19","67","66","19","7","20","0","6","1","1","0","0","0","0","0","0","12","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014604","Census Tract 146.04, Erie County, New York","7611","7524","6929","117","9","451","0","18","87","79","5","6","52","1","4","2","4","0","0","1","0","0","0","4","0","5","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"1400000US36029014701","Census Tract 147.01, Erie County, New York","5596","5554","5448","43","4","48","2","9","42","42","15","13","12","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014702","Census Tract 147.02, Erie County, New York","8064","7978","7755","58","8","135","2","20","86","78","21","21","28","0","2","0","0","1","0","0","0","0","1","4","0","8","1","0","0","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014801","Census Tract 148.01, Erie County, New York","2566","2530","2468","10","40","6","0","6","36","33","2","21","5","0","2","2","0","0","0","1","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014803","Census Tract 148.03, Erie County, New York","6028","5989","5872","32","46","28","3","8","39","38","7","16","8","0","4","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014901","Census Tract 149.01, Erie County, New York","2605","2590","2536","14","8","31","0","1","15","14","5","7","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014903","Census Tract 149.03, Erie County, New York","5873","5834","5801","12","4","9","0","8","39","39","13","16","6","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029014904","Census Tract 149.04, Erie County, New York","2387","2376","1096","1138","21","5","0","116","11","11","5","1","0","0","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015001","Census Tract 150.01, Erie County, New York","5327","5299","5252","13","11","19","0","4","28","28","11","12","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015002","Census Tract 150.02, Erie County, New York","3005","2972","2924","16","15","11","1","5","33","32","13","8","8","1","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015003","Census Tract 150.03, Erie County, New York","3401","3370","3329","16","14","8","0","3","31","29","10","7","4","1","3","2","0","0","0","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015101","Census Tract 151.01, Erie County, New York","3265","3249","3220","3","8","14","2","2","16","16","7","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015102","Census Tract 151.02, Erie County, New York","2775","2756","2716","6","13","18","0","3","19","19","5","7","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015201","Census Tract 152.01, Erie County, New York","3082","3060","3044","3","0","7","0","6","22","19","6","3","6","0","4","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015202","Census Tract 152.02, Erie County, New York","4941","4911","4850","7","19","18","2","15","30","27","7","11","5","0","4","0","0","0","0","0","0","0","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015301","Census Tract 153.01, Erie County, New York","4924","4898","4834","23","13","13","2","13","26","23","5","9","0","1","4","0","4","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015302","Census Tract 153.02, Erie County, New York","2764","2747","2700","9","10","6","0","22","17","15","3","7","2","0","2","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015401","Census Tract 154.01, Erie County, New York","2667","2639","2567","24","28","12","1","7","28","26","10","10","0","3","1","1","0","0","0","0","0","0","0","1","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015402","Census Tract 154.02, Erie County, New York","5069","5024","4948","22","38","6","3","7","45","44","11","26","0","3","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015501","Census Tract 155.01, Erie County, New York","2127","2089","2020","12","45","2","0","10","38","37","13","19","2","0","0","0","0","0","0","0","0","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015503","Census Tract 155.03, Erie County, New York","2628","2596","2501","39","43","11","0","2","32","30","8","17","1","0","2","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015504","Census Tract 155.04, Erie County, New York","3865","3806","3726","18","48","3","1","10","59","59","14","31","5","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015600","Census Tract 156, Erie County, New York","2065","2037","1915","20","95","1","0","6","28","28","6","14","3","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015700","Census Tract 157, Erie County, New York","3523","3469","3398","11","46","0","0","14","54","54","15","25","4","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015800","Census Tract 158, Erie County, New York","4198","4167","4140","9","7","10","0","1","31","24","8","8","2","3","3","0","0","0","0","0","0","0","0","0","0","7","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029015900","Census Tract 159, Erie County, New York","4296","4249","4128","46","35","26","1","13","47","39","8","17","7","0","1","1","1","2","2","0","0","0","0","0","0","8","2","1","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016100","Census Tract 161, Erie County, New York","2676","2673","1354","1102","37","7","0","173","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016200","Census Tract 162, Erie County, New York","2352","2293","2174","67","10","4","0","38","59","57","32","7","8","0","8","0","1","0","1","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016300","Census Tract 163, Erie County, New York","2466","2378","1992","254","43","8","1","80","88","84","47","8","2","0","25","0","0","0","0","0","0","1","0","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016400","Census Tract 164, Erie County, New York","3035","2934","1235","1443","28","33","0","195","101","91","52","1","0","0","13","2","0","0","17","0","0","1","0","5","0","10","4","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016500","Census Tract 165, Erie County, New York","1798","1745","1000","678","9","28","3","27","53","47","14","7","8","2","5","4","2","2","2","1","0","0","0","0","0","6","2","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016600","Census Tract 166, Erie County, New York","2451","2422","118","2271","9","8","0","16","29","19","6","1","0","0","0","3","4","3","2","0","0","0","0","0","0","10","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016700","Census Tract 167, Erie County, New York","2460","2404","2221","132","11","15","0","25","56","54","24","12","14","0","3","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016800","Census Tract 168, Erie County, New York","3718","3656","280","3302","11","13","1","49","62","58","29","5","1","0","1","6","7","1","8","0","0","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029016900","Census Tract 169, Erie County, New York","3634","3541","2315","1089","30","51","0","56","93","88","46","8","6","1","7","9","0","0","7","0","0","0","0","2","2","5","2","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029017000","Census Tract 170, Erie County, New York","3072","3004","166","2816","6","3","0","13","68","54","24","1","0","0","1","22","1","0","4","0","0","0","0","1","0","14","8","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029017100","Census Tract 171, Erie County, New York","4577","4346","2072","1260","98","350","13","553","231","204","82","18","32","1","21","8","7","8","16","1","0","0","0","8","2","24","7","2","0","6","4","0","0","0","0","0","0","0","2","1","0","2","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029017200","Census Tract 172, Erie County, New York","2257","2234","2180","20","10","13","0","11","23","23","14","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029017300","Census Tract 173, Erie County, New York","7161","7107","6979","66","9","45","0","8","54","53","4","16","15","0","12","3","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029017400","Census Tract 174, Erie County, New York","3783","3565","2025","1322","13","27","0","178","218","193","53","14","103","0","7","4","1","0","10","0","0","0","0","1","0","25","16","0","0","5","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029017501","Census Tract 175.01, Erie County, New York","1518","1486","1349","7","120","7","0","3","32","26","3","13","7","0","1","1","0","0","0","1","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029017502","Census Tract 175.02, Erie County, New York","2404","2367","2310","18","30","1","0","8","37","36","13","16","0","0","6","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029940000","Census Tract 9400, Erie County, New York","1836","1772","150","2","1612","7","0","1","64","64","0","55","1","0","0","6","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029940100","Census Tract 9401, Erie County, New York","34","34","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36029990000","Census Tract 9900, Erie County, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36031960100","Census Tract 9601, Essex County, New York","2445","2414","2398","4","3","8","0","1","31","29","10","11","4","1","2","0","0","1","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36031960200","Census Tract 9602, Essex County, New York","2506","2482","2454","13","8","2","1","4","24","22","5","10","2","3","0","0","0","0","0","0","0","1","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36031960300","Census Tract 9603, Essex County, New York","2801","2768","2738","7","10","10","0","3","33","33","6","24","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
