"GEO_ID","NAME","P001001","P001002","P001003","P001004","P001005","P001006","P001007","P001008","P001009","P001010","P001011","P001012","P001013","P001014","P001015","P001016","P001017","P001018","P001019","P001020","P001021","P001022","P001023","P001024","P001025","P001026","P001027","P001028","P001029","P001030","P001031","P001032","P001033","P001034","P001035","P001036","P001037","P001038","P001039","P001040","P001041","P001042","P001043","P001044","P001045","P001046","P001047","P001048","P001049","P001050","P001051","P001052","P001053","P001054","P001055","P001056","P001057","P001058","P001059","P001060","P001061","P001062","P001063","P001064","P001065","P001066","P001067","P001068","P001069","P001070","P001071"
"id","Geographic Area Name","Total","Total!!Population of one race","Total!!Population of one race!!White alone","Total!!Population of one race!!Black or African American alone","Total!!Population of one race!!American Indian and Alaska Native alone","Total!!Population of one race!!Asian alone","Total!!Population of one race!!Native Hawaiian and Other Pacific Islander alone","Total!!Population of one race!!Some Other Race alone","Total!!Two or More Races","Total!!Two or More Races!!Population of two races","Total!!Two or More Races!!Population of two races!!White; Black or African American","Total!!Two or More Races!!Population of two races!!White; American Indian and Alaska Native","Total!!Two or More Races!!Population of two races!!White; Asian","Total!!Two or More Races!!Population of two races!!White; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!White; Some Other Race","Total!!Two or More Races!!Population of two races!!Black or African American; American Indian and Alaska Native","Total!!Two or More Races!!Population of two races!!Black or African American; Asian","Total!!Two or More Races!!Population of two races!!Black or African American; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!Black or African American; Some Other Race","Total!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of two races!!Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!Asian; Some Other Race","Total!!Two or More Races!!Population of two races!!Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races","Total!!Two or More Races!!Population of three races!!White; Black or African American; American Indian and Alaska Native","Total!!Two or More Races!!Population of three races!!White; Black or African American; Asian","Total!!Two or More Races!!Population of three races!!White; Black or African American; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!White; Black or African American; Some Other Race","Total!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of three races!!White; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!White; Asian; Some Other Race","Total!!Two or More Races!!Population of three races!!White; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of three races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!Black or African American; Asian; Some Other Race","Total!!Two or More Races!!Population of three races!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races","Total!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of four races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!White; Black or African American; Asian; Some Other Race","Total!!Two or More Races!!Population of four races!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races","Total!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of six races","Total!!Two or More Races!!Population of six races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"
"1400000US36001000100","Census Tract 1, Albany County, New York","2139","2050","506","1396","9","55","0","84","89","68","34","6","6","0","7","9","3","0","3","0","0","0","0","0","0","17","10","2","0","1","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000200","Census Tract 2, Albany County, New York","6046","5819","840","4647","12","57","0","263","227","209","113","5","5","0","15","31","4","8","18","0","0","0","1","4","5","14","10","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000300","Census Tract 3, Albany County, New York","5888","5629","2941","2199","19","213","1","256","259","226","118","14","18","0","14","39","6","1","9","2","1","1","0","3","0","25","13","0","0","10","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","8","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000401","Census Tract 4.01, Albany County, New York","2227","2200","1921","205","2","56","0","16","27","24","8","5","2","2","6","0","0","0","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000403","Census Tract 4.03, Albany County, New York","4415","4314","3386","427","5","443","1","52","101","91","30","7","25","0","12","2","10","1","2","0","0","0","0","2","0","9","5","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000404","Census Tract 4.04, Albany County, New York","5203","5024","3594","777","12","376","10","255","179","164","46","13","25","1","23","14","7","1","8","3","0","1","1","19","2","14","7","1","1","1","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000501","Census Tract 5.01, Albany County, New York","3412","3237","1800","1115","21","149","0","152","175","159","82","12","7","4","4","25","6","0","16","0","0","2","0","1","0","15","10","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000502","Census Tract 5.02, Albany County, New York","3448","3350","2563","477","5","223","0","82","98","94","38","8","12","2","7","10","8","0","6","0","0","0","1","2","0","4","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000600","Census Tract 6, Albany County, New York","3676","3461","1586","1339","21","310","1","204","215","202","88","10","30","5","13","17","0","3","20","8","1","0","1","6","0","12","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000700","Census Tract 7, Albany County, New York","3821","3670","455","2990","8","23","3","191","151","133","76","5","1","1","5","15","2","3","22","0","0","1","0","1","1","18","11","0","3","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001000800","Census Tract 8, Albany County, New York","2393","2274","665","1427","7","54","3","118","119","105","45","3","10","0","8","24","1","1","9","0","0","0","3","1","0","14","12","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001100","Census Tract 11, Albany County, New York","1169","1119","462","510","7","88","0","52","50","44","18","7","2","0","2","11","1","0","3","0","0","0","0","0","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US36001001400","Census Tract 14, Albany County, New York","3560","3460","2863","353","6","155","4","79","100","92","32","17","18","1","9","5","3","1","1","0","0","0","1","4","0","7","5","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001500","Census Tract 15, Albany County, New York","4606","4439","3364","657","12","318","0","88","167","152","61","29","26","2","10","8","0","0","13","0","0","0","1","2","0","15","11","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001600","Census Tract 16, Albany County, New York","4273","4125","3267","543","12","210","2","91","148","134","52","12","25","0","12","5","1","0","8","0","0","0","18","1","0","14","5","2","0","0","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001700","Census Tract 17, Albany County, New York","4021","3897","3088","496","15","229","1","68","124","111","63","10","19","0","6","4","0","0","4","0","0","1","3","1","0","10","3","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001801","Census Tract 18.01, Albany County, New York","6579","6491","5684","435","5","330","2","35","88","78","31","5","23","0","3","2","1","0","3","1","0","0","0","7","2","9","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001802","Census Tract 18.02, Albany County, New York","3816","3732","3176","291","3","211","18","33","84","75","20","14","20","0","10","5","3","0","0","2","0","0","1","0","0","9","1","0","0","6","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001901","Census Tract 19.01, Albany County, New York","2607","2536","2237","197","5","76","0","21","71","70","42","5","10","1","4","0","1","1","3","0","0","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001001902","Census Tract 19.02, Albany County, New York","2581","2518","2110","252","1","134","0","21","63","56","19","10","17","1","1","0","1","0","1","0","0","0","0","6","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001002000","Census Tract 20, Albany County, New York","5771","5504","2906","1998","38","268","2","292","267","251","124","28","25","3","18","15","2","2","23","0","0","4","1","6","0","16","5","1","0","2","1","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001002100","Census Tract 21, Albany County, New York","3773","3612","2168","854","16","496","1","77","161","143","61","4","42","1","12","4","1","1","6","1","0","1","2","6","1","18","11","1","0","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001002200","Census Tract 22, Albany County, New York","2344","2245","1472","604","6","116","1","46","99","93","38","10","13","1","12","8","2","3","6","0","0","0","0","0","0","6","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001002300","Census Tract 23, Albany County, New York","2051","1938","701","1076","11","62","2","86","113","94","41","5","16","0","10","12","1","0","8","0","0","0","0","1","0","15","6","4","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001002500","Census Tract 25, Albany County, New York","2872","2720","597","1872","21","33","0","197","152","152","87","6","1","0","22","20","1","0","13","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001002600","Census Tract 26, Albany County, New York","5165","4869","1431","2973","16","205","3","241","296","276","179","24","14","0","20","13","3","1","17","3","0","0","0","2","0","20","17","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001012700","Census Tract 127, Albany County, New York","2342","2291","2171","72","4","17","0","27","51","49","18","13","9","0","4","2","1","0","2","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001012800","Census Tract 128, Albany County, New York","3836","3663","3279","302","8","16","0","58","173","167","112","14","14","0","9","15","1","1","0","1","0","0","0","0","0","6","1","1","0","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001012900","Census Tract 129, Albany County, New York","3445","3316","2990","230","17","44","0","35","129","120","41","16","36","2","11","5","0","0","4","2","0","0","1","1","1","9","3","0","0","3","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013000","Census Tract 130, Albany County, New York","6545","6413","6142","150","10","65","0","46","132","127","59","28","17","3","11","0","1","0","2","0","0","2","2","0","2","5","1","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013100","Census Tract 131, Albany County, New York","2620","2546","2336","132","13","46","1","18","74","72","40","15","10","0","2","1","0","0","4","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013200","Census Tract 132, Albany County, New York","3397","3277","2798","285","22","109","0","63","120","117","75","9","2","0","14","2","0","3","9","0","0","0","0","1","2","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013300","Census Tract 133, Albany County, New York","4427","4293","3648","435","11","121","2","76","134","123","73","28","6","0","6","2","0","0","7","1","0","0","0","0","0","10","7","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013400","Census Tract 134, Albany County, New York","2430","2364","2116","188","8","24","0","28","66","65","42","8","4","0","7","1","1","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013503","Census Tract 135.03, Albany County, New York","4277","4182","3516","196","3","442","0","25","95","91","33","6","38","0","5","3","1","0","1","0","0","0","1","3","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013505","Census Tract 135.05, Albany County, New York","2712","2677","2492","32","4","140","0","9","35","31","12","5","12","0","0","1","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013506","Census Tract 135.06, Albany County, New York","6361","6233","5329","305","24","509","0","66","128","125","50","16","41","2","9","2","1","0","2","0","0","0","0","1","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013507","Census Tract 135.07, Albany County, New York","2594","2531","1978","151","6","346","0","50","63","60","14","12","14","0","1","7","0","0","2","0","0","0","0","10","0","3","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013508","Census Tract 135.08, Albany County, New York","6547","6419","5608","243","2","508","3","55","128","118","41","18","43","4","4","0","3","0","2","1","0","0","2","0","0","10","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013601","Census Tract 136.01, Albany County, New York","9372","9193","8118","347","3","623","0","102","179","169","62","16","56","0","8","7","5","0","2","1","0","0","2","10","0","10","4","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013602","Census Tract 136.02, Albany County, New York","4409","4297","3115","567","11","553","3","48","112","106","48","13","10","0","5","7","4","0","9","4","0","0","0","5","1","4","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013703","Census Tract 137.03, Albany County, New York","2500","2477","1905","469","3","87","2","11","23","23","9","7","2","0","1","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013705","Census Tract 137.05, Albany County, New York","6628","6524","5968","262","16","244","2","32","104","101","57","11","17","1","3","1","1","0","1","0","0","5","0","4","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013706","Census Tract 137.06, Albany County, New York","2124","2087","1960","29","1","86","0","11","37","37","18","0","16","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013707","Census Tract 137.07, Albany County, New York","6061","5985","5459","178","11","304","0","33","76","73","27","11","23","0","6","0","2","0","0","0","0","0","2","2","0","3","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013801","Census Tract 138.01, Albany County, New York","7278","7122","6353","480","7","225","2","55","156","149","65","11","37","2","8","4","7","0","11","0","0","0","1","1","2","7","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013802","Census Tract 138.02, Albany County, New York","4390","4334","3920","115","4","260","0","35","56","51","10","3","29","0","1","0","0","0","0","0","0","0","0","8","0","5","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013901","Census Tract 139.01, Albany County, New York","2460","2409","2152","98","0","153","0","6","51","48","22","12","6","0","3","1","4","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001013902","Census Tract 139.02, Albany County, New York","5333","5249","4607","261","6","355","0","20","84","79","29","7","17","1","12","3","5","0","4","1","0","0","0","0","0","5","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014001","Census Tract 140.01, Albany County, New York","4003","3867","3108","292","11","391","2","63","136","127","49","16","30","0","14","2","1","0","3","0","0","0","0","7","5","9","6","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014002","Census Tract 140.02, Albany County, New York","4542","4422","3953","263","9","127","1","69","120","101","66","8","10","4","7","0","0","0","1","0","0","0","0","1","4","18","4","3","0","6","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014100","Census Tract 141, Albany County, New York","5304","5220","4833","102","10","248","1","26","84","80","25","6","23","1","7","13","0","0","0","1","0","0","0","4","0","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014201","Census Tract 142.01, Albany County, New York","5768","5680","5385","91","8","170","0","26","88","87","24","11","40","0","1","6","1","0","0","0","0","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014202","Census Tract 142.02, Albany County, New York","5938","5827","5513","100","3","172","0","39","111","99","22","23","39","1","2","2","0","0","2","0","0","0","1","7","0","9","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"1400000US36001014203","Census Tract 142.03, Albany County, New York","6002","5911","5654","125","9","92","0","31","91","84","30","6","36","0","9","2","1","0","0","0","0","0","0","0","0","6","1","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014301","Census Tract 143.01, Albany County, New York","2852","2812","2486","289","5","26","2","4","40","34","14","6","8","0","5","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014302","Census Tract 143.02, Albany County, New York","7792","7659","7072","177","11","359","1","39","133","127","27","31","43","0","10","6","2","0","0","2","0","0","4","2","0","6","2","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014401","Census Tract 144.01, Albany County, New York","4151","4067","3947","72","10","26","0","12","84","80","37","28","7","0","2","2","0","0","0","0","0","0","4","0","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014402","Census Tract 144.02, Albany County, New York","3267","3192","2946","143","6","30","1","66","75","72","38","10","9","2","7","0","0","0","5","0","0","1","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014501","Census Tract 145.01, Albany County, New York","2380","2344","2297","7","7","29","0","4","36","34","2","15","17","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014502","Census Tract 145.02, Albany County, New York","3479","3427","3356","25","7","24","6","9","52","46","10","18","11","0","3","0","0","0","1","0","0","0","0","3","0","6","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US36001014503","Census Tract 145.03, Albany County, New York","2789","2763","2692","22","5","43","0","1","26","26","3","8","12","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
