"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier"
"1400000US36001000100","Census Tract 1, Albany County, New York","942","59","0","12","12","17","198","71","63","33","58","36","60","37","69","43","44","36","55","30","383","76"
"1400000US36001000200","Census Tract 2, Albany County, New York","3027","190","11","21","123","66","93","70","196","116","361","145","418","201","204","125","249","135","18","29","1354","238"
"1400000US36001000300","Census Tract 3, Albany County, New York","2981","148","0","17","0","17","8","15","156","100","331","171","376","232","125","82","366","191","272","127","1347","273"
"1400000US36001000401","Census Tract 4.01, Albany County, New York","1127","47","0","12","52","40","253","90","157","67","407","101","184","59","23","26","7","12","5","9","39","46"
"1400000US36001000403","Census Tract 4.03, Albany County, New York","2422","145","0","12","0","12","0","12","34","40","38","43","61","55","256","133","658","217","486","156","889","181"
"1400000US36001000404","Census Tract 4.04, Albany County, New York","75","68","47","73","0","17","0","17","0","17","0","17","0","17","13","20","15","22","0","17","0","17"
"1400000US36001000501","Census Tract 5.01, Albany County, New York","1643","97","8","12","0","12","0","12","0","12","0","12","462","142","190","94","146","96","129","91","708","114"
"1400000US36001000502","Census Tract 5.02, Albany County, New York","1046","54","0","12","0","12","12","19","4","7","35","27","106","58","51","33","172","56","27","22","639","79"
"1400000US36001000600","Census Tract 6, Albany County, New York","1776","99","0","12","0","12","0","12","190","103","65","57","32","31","154","90","62","64","161","96","1112","166"
"1400000US36001000700","Census Tract 7, Albany County, New York","2039","109","19","24","42","38","0","12","92","70","18","21","84","53","75","51","69","51","348","102","1292","149"
"1400000US36001000800","Census Tract 8, Albany County, New York","1214","86","18","29","0","12","0","12","0","12","36","36","76","57","145","77","25","29","74","47","840","112"
"1400000US36001001100","Census Tract 11, Albany County, New York","1088","57","28","20","22","20","14","14","7","10","39","30","366","68","43","24","48","39","0","12","521","105"
"1400000US36001001400","Census Tract 14, Albany County, New York","3074","206","0","12","27","32","0","12","0","12","112","78","191","124","91","74","40","48","151","118","2462","278"
"1400000US36001001500","Census Tract 15, Albany County, New York","2747","160","0","12","0","12","16","27","48","31","80","81","457","188","179","134","384","202","195","118","1388","304"
"1400000US36001001600","Census Tract 16, Albany County, New York","2112","114","14","22","0","12","0","12","22","28","113","73","140","81","235","94","221","101","236","101","1131","231"
"1400000US36001001700","Census Tract 17, Albany County, New York","2157","80","15","24","0","12","18","22","11","17","109","77","76","60","340","119","294","86","140","71","1154","170"
"1400000US36001001801","Census Tract 18.01, Albany County, New York","3524","138","0","17","93","64","63","57","239","112","393","123","550","169","587","198","632","153","487","171","480","148"
"1400000US36001001802","Census Tract 18.02, Albany County, New York","2070","81","0","12","26","39","79","62","45","38","156","70","391","110","449","116","476","113","180","79","268","92"
"1400000US36001001901","Census Tract 19.01, Albany County, New York","1257","52","0","12","0","12","0","12","20","23","0","12","65","48","103","62","155","78","104","47","810","120"
"1400000US36001001902","Census Tract 19.02, Albany County, New York","1200","38","0","12","0","12","0","12","10","16","15","23","17","20","167","83","350","99","198","79","443","103"
"1400000US36001002000","Census Tract 20, Albany County, New York","2762","149","0","17","0","17","125","125","100","87","13","20","18","27","201","141","334","207","154","105","1817","227"
"1400000US36001002100","Census Tract 21, Albany County, New York","1272","134","135","59","0","12","46","32","47","44","80","55","111","97","29","27","61","57","7","12","756","121"
"1400000US36001002200","Census Tract 22, Albany County, New York","1641","96","0","12","0","12","0","12","26","30","90","48","33","32","104","53","72","42","53","34","1263","102"
"1400000US36001002300","Census Tract 23, Albany County, New York","1299","91","10","15","0","12","13","22","49","51","63","53","38","32","41","43","132","77","0","12","953","134"
"1400000US36001002500","Census Tract 25, Albany County, New York","1879","107","51","37","57","56","0","12","34","30","68","60","118","60","174","88","128","65","155","72","1094","157"
"1400000US36001002600","Census Tract 26, Albany County, New York","2439","104","0","12","0","12","14","25","150","101","181","130","374","159","274","139","147","91","145","96","1154","176"
"1400000US36001012700","Census Tract 127, Albany County, New York","1465","113","51","40","266","112","123","71","147","57","18","18","13","13","21","21","121","61","76","48","629","118"
"1400000US36001012800","Census Tract 128, Albany County, New York","1934","118","14","23","17","15","138","55","24","22","8","13","125","82","63","44","264","93","60","51","1221","161"
"1400000US36001012900","Census Tract 129, Albany County, New York","2057","106","95","66","9","15","23","19","34","31","8","13","163","88","113","78","98","70","44","32","1470","134"
"1400000US36001013000","Census Tract 130, Albany County, New York","2917","171","112","68","52","36","231","87","91","57","174","93","589","146","197","78","272","112","224","108","975","185"
"1400000US36001013100","Census Tract 131, Albany County, New York","1441","136","0","12","9","14","197","81","140","60","26","24","51","36","0","12","193","74","62","45","763","131"
"1400000US36001013200","Census Tract 132, Albany County, New York","1789","143","0","12","0","12","0","12","22","25","73","35","248","121","108","59","208","103","30","32","1100","155"
"1400000US36001013300","Census Tract 133, Albany County, New York","2365","171","0","12","0","12","228","165","149","115","263","136","364","177","165","114","224","133","41","40","931","214"
"1400000US36001013400","Census Tract 134, Albany County, New York","1337","101","0","12","0","12","0","12","65","45","77","66","62","57","0","12","125","49","84","42","924","141"
"1400000US36001013503","Census Tract 135.03, Albany County, New York","1932","141","178","77","57","33","144","57","244","84","282","92","267","97","276","86","296","86","25","29","163","94"
"1400000US36001013505","Census Tract 135.05, Albany County, New York","1050","32","0","12","6","11","7","11","38","35","84","56","83","44","179","73","345","90","148","62","160","63"
"1400000US36001013506","Census Tract 135.06, Albany County, New York","2945","123","58","34","38","34","182","51","297","120","533","144","472","133","325","151","460","144","139","99","441","145"
"1400000US36001013507","Census Tract 135.07, Albany County, New York","930","79","25","22","12","20","105","45","237","72","142","63","77","42","131","60","147","49","27","26","27","26"
"1400000US36001013508","Census Tract 135.08, Albany County, New York","2687","126","201","82","56","38","153","108","400","103","244","102","502","129","496","150","531","127","67","53","37","39"
"1400000US36001013601","Census Tract 136.01, Albany County, New York","3720","119","134","100","109","60","673","157","340","121","389","195","667","193","510","145","410","143","145","96","343","94"
"1400000US36001013602","Census Tract 136.02, Albany County, New York","2160","232","0","12","0","12","28","34","195","90","189","85","593","186","467","149","121","71","160","75","407","113"
"1400000US36001013703","Census Tract 137.03, Albany County, New York","616","22","0","12","6","9","10","12","84","38","94","35","156","41","87","42","129","40","22","18","28","19"
"1400000US36001013705","Census Tract 137.05, Albany County, New York","2961","81","141","91","15","25","157","69","273","85","484","161","446","170","524","131","761","187","25","31","135","88"
"1400000US36001013706","Census Tract 137.06, Albany County, New York","783","36","0","12","0","12","20","19","31","30","22","18","82","30","102","39","274","56","108","46","144","40"
"1400000US36001013707","Census Tract 137.07, Albany County, New York","2551","81","49","62","0","17","194","68","106","55","387","109","451","137","563","134","485","148","101","72","215","99"
"1400000US36001013801","Census Tract 138.01, Albany County, New York","3144","79","78","60","74","58","199","91","326","91","378","152","543","180","242","91","540","143","289","104","475","154"
"1400000US36001013802","Census Tract 138.02, Albany County, New York","1593","44","7","11","18","17","91","46","202","66","498","78","153","65","209","81","280","91","59","42","76","45"
"1400000US36001013901","Census Tract 139.01, Albany County, New York","930","51","0","12","0","12","28","19","22","17","76","41","162","38","128","33","400","62","70","33","44","28"
"1400000US36001013902","Census Tract 139.02, Albany County, New York","2221","131","0","17","10","16","109","63","174","82","182","89","423","104","371","132","724","163","156","94","72","58"
"1400000US36001014001","Census Tract 140.01, Albany County, New York","2006","96","6","10","13","16","38","47","125","92","52","29","623","139","281","86","387","102","154","73","327","119"
"1400000US36001014002","Census Tract 140.02, Albany County, New York","2081","68","0","17","27","41","25","30","111","63","88","55","203","110","319","100","456","143","284","111","568","159"
"1400000US36001014100","Census Tract 141, Albany County, New York","2499","92","183","110","12","18","178","75","528","118","339","104","338","112","199","102","280","118","54","53","388","135"
"1400000US36001014201","Census Tract 142.01, Albany County, New York","2458","95","16","26","135","77","91","59","505","147","240","105","339","148","458","120","225","85","217","87","232","91"
"1400000US36001014202","Census Tract 142.02, Albany County, New York","2721","87","23","39","110","67","137","80","399","149","209","86","379","115","312","144","373","118","248","122","531","197"
"1400000US36001014203","Census Tract 142.03, Albany County, New York","2664","83","11","17","54","43","134","93","74","48","246","104","428","124","398","117","582","168","234","96","503","101"
"1400000US36001014301","Census Tract 143.01, Albany County, New York","1287","49","11","18","54","42","165","60","80","39","99","50","63","65","106","62","276","82","149","72","284","89"
"1400000US36001014302","Census Tract 143.02, Albany County, New York","3287","99","43","48","63","46","753","161","460","132","1055","229","467","133","60","51","92","59","78","59","216","105"
"1400000US36001014401","Census Tract 144.01, Albany County, New York","2064","155","101","81","65","41","164","93","138","84","297","107","242","89","61","45","176","79","106","56","714","159"
"1400000US36001014402","Census Tract 144.02, Albany County, New York","1477","97","30","39","0","12","78","44","63","43","233","81","210","88","229","104","185","95","38","45","411","113"
"1400000US36001014501","Census Tract 145.01, Albany County, New York","1053","86","71","52","15","16","98","41","74","35","102","40","83","50","142","55","217","71","54","33","197","63"
"1400000US36001014502","Census Tract 145.02, Albany County, New York","1420","116","47","51","100","70","101","52","168","82","101","56","173","83","146","84","152","53","47","28","385","98"
"1400000US36001014503","Census Tract 145.03, Albany County, New York","1126","66","4","8","14","20","60","26","26","14","55","25","302","53","352","52","75","35","25","16","213","46"
"1400000US36001014606","Census Tract 146.06, Albany County, New York","1525","50","0","12","53","42","103","42","241","64","246","82","177","64","106","50","269","72","133","61","197","98"
"1400000US36001014607","Census Tract 146.07, Albany County, New York","3222","91","15","24","0","17","395","123","496","150","648","157","556","172","395","97","401","147","120","81","196","87"
"1400000US36001014608","Census Tract 146.08, Albany County, New York","1193","66","0","12","0","12","26","25","25","19","110","50","126","70","122","65","492","87","101","48","191","67"
"1400000US36001014609","Census Tract 146.09, Albany County, New York","2521","90","16","25","0","12","17","28","503","165","547","121","438","129","293","137","350","121","163","101","194","60"
"1400000US36001014611","Census Tract 146.11, Albany County, New York","947","33","56","36","86","39","65","38","237","51","163","55","143","51","66","29","45","32","7","10","79","35"
"1400000US36001014612","Census Tract 146.12, Albany County, New York","703","35","8","10","0","12","24","17","131","24","79","27","48","19","56","25","61","26","47","26","249","46"
"1400000US36001014613","Census Tract 146.13, Albany County, New York","1256","56","27","39","54","47","101","58","50","36","144","76","264","102","67","47","248","84","49","39","252","91"
"1400000US36001014614","Census Tract 146.14, Albany County, New York","2396","86","17","31","18","24","120","69","480","128","313","131","519","175","498","160","334","106","67","58","30","41"
"1400000US36001014615","Census Tract 146.15, Albany County, New York","1360","78","76","58","23","26","20","22","152","60","307","88","568","118","138","60","35","30","0","12","41","28"
"1400000US36001014700","Census Tract 147, Albany County, New York","1152","79","7","11","15","14","123","52","127","50","145","56","211","62","58","30","94","48","24","19","348","82"
"1400000US36001014801","Census Tract 148.01, Albany County, New York","1674","70","33","32","0","12","204","70","231","64","204","66","246","65","181","67","130","51","79","36","366","84"
"1400000US36001014802","Census Tract 148.02, Albany County, New York","1309","57","0","12","11","9","191","47","160","48","155","40","87","35","44","20","95","41","33","19","533","67"
"1400000US36001014803","Census Tract 148.03, Albany County, New York","1811","109","0","12","0","12","165","69","293","110","362","116","179","65","264","95","73","54","93","66","382","119"
"1400000US36003940200","Census Tract 9402, Allegany County, New York","2","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","2","3"
"1400000US36003950100","Census Tract 9501, Allegany County, New York","1712","46","7","6","16","12","175","44","253","53","214","45","331","53","142","41","68","28","42","18","464","60"
"1400000US36003950300","Census Tract 9503, Allegany County, New York","1995","57","3","4","34","19","99","33","245","55","168","47","195","52","145","43","152","44","72","28","882","87"
"1400000US36003950400","Census Tract 9504, Allegany County, New York","3259","97","43","26","40","28","330","74","415","79","415","94","520","79","298","69","326","73","174","57","698","90"
"1400000US36003950500","Census Tract 9505, Allegany County, New York","2451","128","35","44","31","20","199","83","248","73","200","55","383","87","178","71","261","63","128","55","788","120"
"1400000US36003950600","Census Tract 9506, Allegany County, New York","2050","59","21","26","6","8","111","51","268","63","103","46","234","64","200","65","159","59","73","32","875","107"
"1400000US36003950700","Census Tract 9507, Allegany County, New York","1966","132","0","12","0","12","49","30","85","38","172","87","253","84","206","67","210","73","164","71","827","137"
"1400000US36003950800","Census Tract 9508, Allegany County, New York","1748","182","17","11","18","14","114","32","168","49","270","63","282","61","198","49","138","46","66","31","477","87"
"1400000US36003950900","Census Tract 9509, Allegany County, New York","1931","82","17","16","4","6","82","35","192","63","231","70","327","78","107","40","121","45","227","64","623","82"
"1400000US36003951000","Census Tract 9510, Allegany County, New York","1832","98","0","12","25","23","72","32","116","37","164","63","315","89","148","50","185","57","244","85","563","90"
"1400000US36003951100","Census Tract 9511, Allegany County, New York","2082","104","0","12","116","73","80","35","164","58","83","43","252","72","268","95","198","59","228","83","693","114"
"1400000US36003951200","Census Tract 9512, Allegany County, New York","2732","96","31","34","20","16","236","65","254","57","275","56","441","83","238","56","216","58","195","61","826","93"
"1400000US36003951300","Census Tract 9513, Allegany County, New York","2613","73","28","14","67","27","283","57","374","71","333","60","396","63","138","30","118","39","49","21","827","80"
"1400000US36005000100","Census Tract 1, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36005000200","Census Tract 2, Bronx County, New York","1499","56","0","12","35","44","276","107","0","12","53","44","69","57","253","102","189","86","271","103","353","122"
"1400000US36005000400","Census Tract 4, Bronx County, New York","2183","62","27","42","96","90","976","164","323","133","121","69","138","86","76","75","0","17","12","18","414","138"
"1400000US36005001600","Census Tract 16, Bronx County, New York","2016","60","0","17","10","16","237","100","144","70","127","77","710","145","341","108","249","108","111","74","87","60"
"1400000US36005001900","Census Tract 19, Bronx County, New York","1170","56","23","23","292","64","174","73","53","33","6","11","20","28","36","43","31","21","13","14","522","92"
"1400000US36005002000","Census Tract 20, Bronx County, New York","3351","80","49","46","81","76","135","133","14","23","108","108","147","100","636","202","723","256","504","201","954","239"
"1400000US36005002300","Census Tract 23, Bronx County, New York","1914","34","0","12","0","12","0","12","3","7","0","12","182","85","788","136","760","126","55","42","126","72"
"1400000US36005002400","Census Tract 24, Bronx County, New York","38","51","0","12","0","12","0","12","38","51","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005002500","Census Tract 25, Bronx County, New York","2104","57","0","17","0","17","36","42","123","80","108","82","173","90","361","143","348","114","289","131","666","152"
"1400000US36005002701","Census Tract 27.01, Bronx County, New York","1086","27","0","12","0","12","30","41","35","37","61","56","22","25","216","88","529","105","77","53","116","66"
"1400000US36005002702","Census Tract 27.02, Bronx County, New York","1558","47","12","18","12","19","134","65","17","25","155","86","210","91","281","126","181","97","163","95","393","127"
"1400000US36005002800","Census Tract 28, Bronx County, New York","2429","55","0","17","0","17","0","17","0","17","117","94","802","222","870","234","276","153","79","71","285","174"
"1400000US36005003100","Census Tract 31, Bronx County, New York","709","43","77","51","0","12","21","27","18","19","61","37","0","12","22","20","105","63","79","52","326","91"
"1400000US36005003300","Census Tract 33, Bronx County, New York","1238","28","0","12","0","12","118","61","125","55","326","102","250","95","61","57","62","45","22","34","274","105"
"1400000US36005003500","Census Tract 35, Bronx County, New York","1402","38","0","12","0","12","101","48","115","68","52","44","86","67","265","76","226","101","79","67","478","116"
"1400000US36005003700","Census Tract 37, Bronx County, New York","145","53","0","12","0","12","0","12","34","31","5","7","0","12","39","30","0","12","15","19","52","38"
"1400000US36005003800","Census Tract 38, Bronx County, New York","446","24","0","12","0","12","6","10","31","26","86","50","122","53","59","29","8","12","7","12","127","45"
"1400000US36005003900","Census Tract 39, Bronx County, New York","2340","69","0","17","0","17","287","221","77","56","109","78","164","84","162","88","155","92","295","148","1091","235"
"1400000US36005004001","Census Tract 40.01, Bronx County, New York","551","22","0","12","0","12","21","17","20","24","0","12","36","30","173","52","119","47","86","37","96","42"
"1400000US36005004100","Census Tract 41, Bronx County, New York","2293","42","102","103","0","17","181","130","0","17","67","79","316","129","516","182","666","226","44","54","401","193"
"1400000US36005004200","Census Tract 42, Bronx County, New York","2792","64","0","17","0","17","0","17","67","60","67","83","73","84","1215","239","466","233","342","202","562","262"
"1400000US36005004300","Census Tract 43, Bronx County, New York","2177","69","9","13","171","88","253","111","231","79","156","69","575","152","172","75","216","98","54","42","340","123"
"1400000US36005004400","Census Tract 44, Bronx County, New York","1709","30","0","12","0","12","0","12","77","61","0","12","56","39","240","105","851","171","247","105","238","102"
"1400000US36005004600","Census Tract 46, Bronx County, New York","721","22","0","12","12","18","21","26","32","34","56","54","78","52","236","81","100","59","109","55","77","49"
"1400000US36005004800","Census Tract 48, Bronx County, New York","1463","49","0","12","0","12","89","62","41","45","0","12","71","59","226","98","178","92","212","84","646","126"
"1400000US36005005001","Census Tract 50.01, Bronx County, New York","1666","30","0","12","17","20","106","69","0","12","42","26","65","48","382","107","240","92","187","88","627","154"
"1400000US36005005002","Census Tract 50.02, Bronx County, New York","2030","58","0","17","0","17","0","17","25","27","35","30","14","22","163","76","497","140","93","76","1203","164"
"1400000US36005005100","Census Tract 51, Bronx County, New York","2221","59","214","117","163","120","0","17","18","28","0","17","58","65","202","104","1119","210","210","126","237","141"
"1400000US36005005200","Census Tract 52, Bronx County, New York","889","20","66","37","13","15","0","12","5","8","30","27","51","29","156","69","178","73","38","24","352","84"
"1400000US36005005300","Census Tract 53, Bronx County, New York","1701","27","0","12","0","12","25","30","0","12","117","68","1086","131","190","89","70","53","175","88","38","38"
"1400000US36005005400","Census Tract 54, Bronx County, New York","1969","60","11","19","14","22","0","17","31","34","73","60","0","17","125","75","241","87","227","85","1247","146"
"1400000US36005005600","Census Tract 56, Bronx County, New York","1025","39","0","12","0","12","0","12","9","12","8","10","83","47","55","32","259","74","26","18","585","74"
"1400000US36005005902","Census Tract 59.02, Bronx County, New York","1074","73","0","12","0","12","0","12","9","14","0","12","7","12","54","49","238","87","198","90","568","109"
"1400000US36005006000","Census Tract 60, Bronx County, New York","421","24","19","17","12","12","0","12","47","30","4","6","0","12","4","6","57","36","58","34","220","45"
"1400000US36005006100","Census Tract 61, Bronx County, New York","2264","51","0","12","0","12","0","12","0","12","12","19","83","84","1621","182","277","118","163","98","108","102"
"1400000US36005006200","Census Tract 62, Bronx County, New York","2552","86","0","17","0","17","0","17","14","21","339","187","190","164","427","187","1089","298","103","104","390","216"
"1400000US36005006300","Census Tract 63, Bronx County, New York","2019","69","0","12","13","19","12","19","31","42","0","12","11","18","86","49","97","62","316","129","1453","162"
"1400000US36005006400","Census Tract 64, Bronx County, New York","1385","66","0","12","0","12","0","12","66","49","103","86","100","75","366","130","353","105","147","91","250","114"
"1400000US36005006500","Census Tract 65, Bronx County, New York","2087","50","33","38","0","17","289","129","54","42","386","138","459","111","228","93","137","66","249","128","252","102"
"1400000US36005006700","Census Tract 67, Bronx County, New York","2439","94","0","17","0","17","0","17","75","95","78","80","382","165","163","109","716","232","58","67","967","281"
"1400000US36005006800","Census Tract 68, Bronx County, New York","1086","47","0","12","0","12","36","33","175","91","29","35","43","35","239","100","260","106","142","82","162","79"
"1400000US36005006900","Census Tract 69, Bronx County, New York","2815","88","0","17","132","91","769","219","114","93","366","164","226","128","724","200","165","85","154","116","165","101"
"1400000US36005007000","Census Tract 70, Bronx County, New York","1428","90","0","12","25","41","76","69","159","87","122","80","146","83","132","65","115","73","93","57","560","136"
"1400000US36005007100","Census Tract 71, Bronx County, New York","1016","23","0","12","259","72","160","57","281","66","22","19","93","53","74","51","18","20","0","12","109","55"
"1400000US36005007200","Census Tract 72, Bronx County, New York","1683","76","0","17","0","17","10","14","27","31","0","17","77","61","242","86","269","108","379","121","679","133"
"1400000US36005007300","Census Tract 73, Bronx County, New York","1422","53","0","12","39","40","191","73","58","51","81","55","119","80","170","96","206","85","154","77","404","125"
"1400000US36005007400","Census Tract 74, Bronx County, New York","1441","23","0","12","0","12","17","25","140","92","197","86","208","89","599","124","147","59","81","57","52","58"
"1400000US36005007500","Census Tract 75, Bronx County, New York","2457","65","11","17","532","125","309","111","437","117","67","49","5","9","128","72","373","106","57","49","538","160"
"1400000US36005007600","Census Tract 76, Bronx County, New York","1756","75","24","40","0","17","32","46","0","17","10","19","167","83","325","108","304","82","113","52","781","153"
"1400000US36005007700","Census Tract 77, Bronx County, New York","621","32","0","12","5","10","133","48","99","37","37","31","33","26","60","34","0","12","48","31","206","61"
"1400000US36005007800","Census Tract 78, Bronx County, New York","2288","67","0","17","0","17","120","105","0","17","105","106","254","130","361","147","569","208","77","73","802","220"
"1400000US36005007900","Census Tract 79, Bronx County, New York","2541","129","52","69","47","44","103","78","33","40","180","120","236","134","696","177","244","140","172","96","778","243"
"1400000US36005008300","Census Tract 83, Bronx County, New York","2235","52","0","17","0","17","13","22","328","132","221","128","171","97","94","86","86","72","146","83","1176","164"
"1400000US36005008400","Census Tract 84, Bronx County, New York","793","31","0","12","0","12","137","55","0","12","51","49","140","57","260","68","137","57","26","19","42","33"
"1400000US36005008500","Census Tract 85, Bronx County, New York","1997","57","0","17","236","94","159","75","177","77","46","31","81","47","68","53","86","65","84","46","1060","178"
"1400000US36005008600","Census Tract 86, Bronx County, New York","1482","42","9","15","0","12","70","48","0","12","41","41","102","62","423","120","494","122","126","94","217","97"
"1400000US36005008700","Census Tract 87, Bronx County, New York","2131","83","0","17","211","74","249","79","78","42","101","57","133","96","239","89","168","88","99","58","853","146"
"1400000US36005008900","Census Tract 89, Bronx County, New York","1290","35","0","12","0","12","121","68","48","45","165","81","100","80","51","52","125","90","126","72","554","132"
"1400000US36005009000","Census Tract 90, Bronx County, New York","1205","55","0","12","0","12","85","68","0","12","34","42","72","45","380","97","439","108","37","31","158","77"
"1400000US36005009200","Census Tract 92, Bronx County, New York","1983","54","124","79","0","17","40","39","7","11","86","53","82","53","233","103","255","110","244","98","912","153"
"1400000US36005009300","Census Tract 93, Bronx County, New York","1984","66","0","17","0","17","48","44","177","83","121","83","64","51","180","87","102","69","71","50","1221","156"
"1400000US36005009600","Census Tract 96, Bronx County, New York","815","37","0","12","56","24","137","60","37","28","0","12","35","25","142","52","76","41","45","25","287","66"
"1400000US36005009800","Census Tract 98, Bronx County, New York","1830","57","0","12","0","12","35","49","0","12","139","87","295","119","321","119","204","101","216","84","620","168"
"1400000US36005011000","Census Tract 110, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005011502","Census Tract 115.02, Bronx County, New York","1495","69","0","12","0","12","72","48","81","50","262","118","107","74","79","60","183","104","123","92","588","156"
"1400000US36005011700","Census Tract 117, Bronx County, New York","612","15","0","12","0","12","10","16","27","30","16","17","65","37","103","63","89","49","14","14","288","78"
"1400000US36005011800","Census Tract 118, Bronx County, New York","1654","61","0","17","36","33","83","72","8","12","9","14","232","129","211","95","318","100","156","68","601","124"
"1400000US36005011900","Census Tract 119, Bronx County, New York","2119","35","0","17","12","20","302","113","57","34","136","65","106","63","85","55","197","96","157","76","1067","145"
"1400000US36005012101","Census Tract 121.01, Bronx County, New York","1019","37","0","12","0","12","58","32","209","58","37","22","46","27","23","18","86","42","26","17","534","77"
"1400000US36005012102","Census Tract 121.02, Bronx County, New York","552","27","0","12","0","12","0","12","13","14","52","36","65","51","58","40","55","37","5","8","304","68"
"1400000US36005012300","Census Tract 123, Bronx County, New York","1709","63","11","18","225","111","415","119","353","136","23","24","74","53","102","53","77","61","26","31","403","113"
"1400000US36005012500","Census Tract 125, Bronx County, New York","1497","39","0","12","133","87","426","126","162","68","78","54","57","50","88","64","68","62","24","32","461","125"
"1400000US36005012701","Census Tract 127.01, Bronx County, New York","826","38","0","12","0","12","26","22","83","41","65","39","32","37","25","24","53","39","71","46","471","83"
"1400000US36005012901","Census Tract 129.01, Bronx County, New York","1668","64","99","57","53","49","492","129","151","67","178","87","27","45","30","49","76","71","100","84","462","161"
"1400000US36005013000","Census Tract 130, Bronx County, New York","481","20","0","12","0","12","7","10","0","12","11","13","121","47","83","43","142","46","18","16","99","47"
"1400000US36005013100","Census Tract 131, Bronx County, New York","1889","58","41","45","65","51","325","120","300","104","148","64","205","105","116","76","213","89","11","18","465","129"
"1400000US36005013200","Census Tract 132, Bronx County, New York","2533","58","0","17","60","67","299","134","258","165","191","120","126","99","348","134","857","217","129","87","265","135"
"1400000US36005013300","Census Tract 133, Bronx County, New York","2466","62","33","29","22","36","76","92","117","96","68","68","216","120","775","192","638","155","71","64","450","186"
"1400000US36005013500","Census Tract 135, Bronx County, New York","1552","27","0","12","58","44","93","64","168","82","40","29","31","36","78","61","456","120","94","64","534","129"
"1400000US36005013800","Census Tract 138, Bronx County, New York","1239","53","0","12","45","47","102","61","42","33","88","67","70","58","207","86","183","84","211","81","291","84"
"1400000US36005014100","Census Tract 141, Bronx County, New York","2404","36","91","50","544","117","711","152","40","41","118","59","221","105","118","76","96","59","100","61","365","148"
"1400000US36005014300","Census Tract 143, Bronx County, New York","675","55","54","36","210","59","40","32","68","40","16","21","49","34","24","21","7","12","38","34","169","50"
"1400000US36005014400","Census Tract 144, Bronx County, New York","2405","46","0","17","0","17","0","17","37","47","121","118","526","157","377","145","655","168","309","144","380","164"
"1400000US36005014500","Census Tract 145, Bronx County, New York","2430","62","66","74","222","135","280","141","232","159","208","154","0","17","442","203","449","165","60","59","471","172"
"1400000US36005014701","Census Tract 147.01, Bronx County, New York","2052","39","0","17","0","17","106","58","80","85","0","17","132","104","765","194","501","185","170","119","298","145"
"1400000US36005014702","Census Tract 147.02, Bronx County, New York","1664","40","0","17","0","17","0","17","0","17","34","29","141","86","558","128","584","142","115","73","232","104"
"1400000US36005014900","Census Tract 149, Bronx County, New York","1718","26","63","55","0","12","252","92","75","42","73","54","132","68","10","15","141","81","169","76","803","138"
"1400000US36005015100","Census Tract 151, Bronx County, New York","1994","65","102","74","0","17","200","100","308","125","105","58","157","81","77","60","94","53","117","72","834","155"
"1400000US36005015200","Census Tract 152, Bronx County, New York","933","39","0","12","0","12","21","22","11","12","56","36","89","54","133","45","262","65","89","35","272","70"
"1400000US36005015300","Census Tract 153, Bronx County, New York","1622","67","75","74","48","36","250","100","170","89","199","78","83","66","56","56","56","56","110","73","575","141"
"1400000US36005015500","Census Tract 155, Bronx County, New York","1136","37","0","12","0","12","44","47","95","48","111","67","51","48","148","70","205","73","71","51","411","97"
"1400000US36005015700","Census Tract 157, Bronx County, New York","1748","46","349","99","135","84","78","63","306","114","71","52","53","52","102","75","120","80","19","31","515","146"
"1400000US36005015800","Census Tract 158, Bronx County, New York","555","34","0","12","0","12","28","28","29","26","49","25","71","39","154","48","72","38","56","35","96","47"
