"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier"
"1400000US36061011201","Census Tract 112.01, New York County, New York","1001","31","0","12","17","20","39","26","0","12","0","12","28","17","365","62","66","32","115","39","371","68"
"1400000US36061011202","Census Tract 112.02, New York County, New York","561","26","86","35","25","29","0","12","0","12","184","51","14","22","4","8","30","19","65","38","153","50"
"1400000US36061011203","Census Tract 112.03, New York County, New York","1202","25","12","19","6","9","111","45","71","31","26","21","364","78","191","61","162","59","87","48","172","55"
"1400000US36061011300","Census Tract 113, New York County, New York","87","28","0","12","5","7","48","26","5","7","3","6","8","8","11","14","0","12","5","7","2","4"
"1400000US36061011401","Census Tract 114.01, New York County, New York","1370","58","15","24","20","26","0","12","0","12","6","8","190","69","96","44","254","75","92","50","697","99"
"1400000US36061011402","Census Tract 114.02, New York County, New York","1894","48","0","12","0","12","25","40","0","12","156","81","104","63","467","111","247","87","44","49","851","122"
"1400000US36061011500","Census Tract 115, New York County, New York","2361","91","58","55","628","129","982","136","71","40","81","54","23","20","41","28","76","53","20","24","381","104"
"1400000US36061011600","Census Tract 116, New York County, New York","2187","187","55","79","29","47","386","133","93","65","75","51","267","126","281","94","41","43","79","60","881","192"
"1400000US36061011700","Census Tract 117, New York County, New York","3195","189","247","86","283","124","1861","245","675","199","35","38","18","29","0","12","25","38","19","30","32","26"
"1400000US36061011800","Census Tract 118, New York County, New York","6020","217","0","17","86","138","93","111","189","157","870","288","542","226","1006","288","971","317","356","155","1907","331"
"1400000US36061011900","Census Tract 119, New York County, New York","1130","25","0","12","0","12","0","12","7","12","28","36","116","46","38","47","83","65","39","40","819","90"
"1400000US36061012000","Census Tract 120, New York County, New York","2586","91","0","12","31","49","32","52","12","20","143","67","65","65","576","146","538","147","98","67","1091","164"
"1400000US36061012100","Census Tract 121, New York County, New York","5619","166","0","17","0","17","566","257","186","129","179","131","1529","305","416","187","165","120","284","199","2294","376"
"1400000US36061012200","Census Tract 122, New York County, New York","2803","136","0","12","0","12","11","19","11","18","0","12","0","12","296","111","355","146","621","194","1509","234"
"1400000US36061012400","Census Tract 124, New York County, New York","6510","119","45","58","82","95","314","165","243","206","1236","325","851","276","1426","394","656","222","468","229","1189","317"
"1400000US36061012500","Census Tract 125, New York County, New York","2092","65","0","12","0","12","628","113","531","120","531","133","85","47","76","51","35","30","8","12","198","105"
"1400000US36061012600","Census Tract 126, New York County, New York","8160","381","0","19","0","19","0","19","181","149","283","195","1193","428","2633","640","1686","613","473","245","1711","472"
"1400000US36061012700","Census Tract 127, New York County, New York","4580","276","45","75","0","17","187","125","176","152","659","224","222","146","435","259","151","136","16","30","2689","431"
"1400000US36061012800","Census Tract 128, New York County, New York","3644","158","0","17","0","17","0","17","164","105","82","76","134","99","1026","198","727","178","108","72","1403","251"
"1400000US36061012900","Census Tract 129, New York County, New York","6031","195","931","270","1093","232","1051","310","485","195","781","269","92","124","51","48","17","28","251","134","1279","279"
"1400000US36061013000","Census Tract 130, New York County, New York","2760","134","0","12","0","12","0","12","0","12","35","41","87","64","91","99","403","134","434","136","1710","234"
"1400000US36061013100","Census Tract 131, New York County, New York","2330","51","4","8","33","46","378","93","137","83","244","94","176","81","421","103","57","47","78","50","802","125"
"1400000US36061013200","Census Tract 132, New York County, New York","6484","355","0","19","0","19","728","443","506","378","529","300","363","260","1626","515","487","301","785","353","1460","400"
"1400000US36061013300","Census Tract 133, New York County, New York","4262","148","62","78","127","61","464","176","428","139","436","160","220","123","440","180","331","123","250","109","1504","251"
"1400000US36061013400","Census Tract 134, New York County, New York","7697","107","0","19","106","121","96","113","441","303","824","361","335","208","1638","454","1293","429","648","411","2316","569"
"1400000US36061013500","Census Tract 135, New York County, New York","5497","138","876","244","669","231","1881","321","158","110","216","129","1033","222","268","150","50","57","35","40","311","163"
"1400000US36061013600","Census Tract 136, New York County, New York","9198","329","0","19","0","19","112","124","433","296","970","357","729","318","2846","584","1849","438","441","224","1818","421"
"1400000US36061013700","Census Tract 137, New York County, New York","5642","190","75","122","94","119","393","221","65","51","994","293","371","182","759","254","116","85","511","237","2264","421"
"1400000US36061013800","Census Tract 138, New York County, New York","7414","408","0","19","0","19","87","109","147","138","818","290","1187","441","1440","430","356","224","57","97","3322","557"
"1400000US36061013900","Census Tract 139, New York County, New York","7096","263","60","98","64","87","244","133","36","58","466","296","665","307","917","323","290","204","607","278","3747","582"
"1400000US36061014000","Census Tract 140, New York County, New York","4446","111","0","17","16","25","52","44","64","47","101","65","256","126","575","134","352","129","195","81","2835","203"
"1400000US36061014200","Census Tract 142, New York County, New York","2852","83","66","83","0","17","0","17","0","17","114","96","175","102","404","136","426","126","29","35","1638","206"
"1400000US36061014300","Census Tract 143, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36061014401","Census Tract 144.01, New York County, New York","2893","84","0","12","0","12","0","12","31","36","80","56","346","101","413","108","492","138","291","133","1240","179"
"1400000US36061014402","Census Tract 144.02, New York County, New York","4207","69","0","17","5","10","133","83","154","127","254","112","550","186","1228","195","225","105","264","120","1394","208"
"1400000US36061014500","Census Tract 145, New York County, New York","4088","50","308","84","33","36","432","139","983","157","1013","233","444","153","159","97","481","122","63","78","172","91"
"1400000US36061014601","Census Tract 146.01, New York County, New York","2880","55","15","23","54","84","298","143","337","121","416","157","351","124","133","79","177","91","96","74","1003","202"
"1400000US36061014602","Census Tract 146.02, New York County, New York","5099","175","0","17","0","17","56","59","258","142","732","216","762","238","1003","285","449","205","193","142","1646","321"
"1400000US36061014700","Census Tract 147, New York County, New York","1973","44","0","12","59","38","1102","120","218","75","130","56","265","71","108","69","33","32","26","32","32","30"
"1400000US36061014801","Census Tract 148.01, New York County, New York","1741","22","0","12","0","12","234","86","0","12","318","78","169","59","386","97","107","60","21","23","506","93"
"1400000US36061014802","Census Tract 148.02, New York County, New York","3907","133","0","17","0","17","118","67","225","101","284","140","369","119","368","147","220","113","141","72","2182","250"
"1400000US36061014900","Census Tract 149, New York County, New York","4044","104","0","12","0","12","217","99","444","158","617","178","932","175","217","98","164","118","176","103","1277","204"
"1400000US36061015001","Census Tract 150.01, New York County, New York","1227","75","0","12","0","12","0","12","10","14","40","26","20","22","99","51","222","70","50","38","786","98"
"1400000US36061015002","Census Tract 150.02, New York County, New York","2929","48","0","12","0","12","15","25","0","12","15","24","241","79","640","164","283","86","106","66","1629","176"
"1400000US36061015100","Census Tract 151, New York County, New York","5554","224","373","162","277","133","1729","355","1007","313","350","217","296","147","269","183","163","121","468","234","622","317"
"1400000US36061015200","Census Tract 152, New York County, New York","4037","75","0","17","0","17","213","89","396","122","764","176","280","110","1243","235","511","185","279","101","351","156"
"1400000US36061015300","Census Tract 153, New York County, New York","6230","102","0","17","0","17","0","17","491","230","918","244","365","215","1065","261","152","87","213","124","3026","334"
"1400000US36061015400","Census Tract 154, New York County, New York","8299","378","0","19","0","19","501","182","177","188","1012","365","2893","529","549","334","737","358","202","146","2228","489"
"1400000US36061015500","Census Tract 155, New York County, New York","6932","168","253","134","276","182","853","333","1168","303","94","76","398","162","2795","350","505","195","119","154","471","174"
"1400000US36061015601","Census Tract 156.01, New York County, New York","3055","102","0","17","12","18","179","86","455","152","1300","173","158","85","179","86","55","57","112","87","605","169"
"1400000US36061015602","Census Tract 156.02, New York County, New York","1134","55","0","12","5","8","419","91","30","29","48","45","31","24","100","70","350","64","34","33","117","74"
"1400000US36061015700","Census Tract 157, New York County, New York","7215","116","0","17","0","17","88","106","125","128","199","255","232","183","507","178","148","144","266","256","5650","435"
"1400000US36061015801","Census Tract 158.01, New York County, New York","2962","47","0","17","0","17","14","23","216","110","362","127","110","82","84","47","134","71","168","100","1874","202"
"1400000US36061015802","Census Tract 158.02, New York County, New York","2055","43","0","12","132","72","405","97","574","119","145","74","40","31","173","68","23","23","73","57","490","127"
"1400000US36061015900","Census Tract 159, New York County, New York","6342","197","78","125","0","17","509","234","188","98","84","71","345","140","359","188","697","187","259","123","3823","372"
"1400000US36061016001","Census Tract 160.01, New York County, New York","1851","100","0","12","0","12","0","12","0","12","154","61","41","37","25","26","55","32","163","61","1413","117"
"1400000US36061016002","Census Tract 160.02, New York County, New York","1350","31","0","12","0","12","7","10","0","12","0","12","27","27","68","56","52","44","134","67","1062","92"
"1400000US36061016100","Census Tract 161, New York County, New York","4288","141","0","17","0","17","0","17","0","17","0","17","68","66","124","73","109","71","116","65","3871","184"
"1400000US36061016200","Census Tract 162, New York County, New York","4416","123","114","94","0","17","60","74","82","58","216","157","1959","306","588","220","555","229","656","207","186","122"
"1400000US36061016300","Census Tract 163, New York County, New York","4592","135","27","45","215","79","302","167","101","135","43","51","65","79","113","108","235","135","90","65","3401","343"
"1400000US36061016400","Census Tract 164, New York County, New York","3188","83","188","96","187","116","607","173","163","85","60","74","384","144","664","208","707","174","43","34","185","112"
"1400000US36061016500","Census Tract 165, New York County, New York","3811","164","0","17","0","17","0","17","50","81","181","75","66","55","99","69","36","43","75","51","3304","192"
"1400000US36061016600","Census Tract 166, New York County, New York","3238","127","31","40","28","39","160","81","76","54","212","105","251","146","423","178","441","162","224","114","1392","256"
"1400000US36061016700","Census Tract 167, New York County, New York","3674","92","0","17","0","17","73","42","40","28","198","85","328","120","122","94","207","100","73","56","2633","196"
"1400000US36061016800","Census Tract 168, New York County, New York","2044","50","26","22","193","74","30","36","0","17","0","17","177","88","530","123","527","113","48","39","513","116"
"1400000US36061016900","Census Tract 169, New York County, New York","4943","65","18","31","0","17","0","17","102","145","104","76","143","164","57","66","157","102","444","179","3918","332"
"1400000US36061017000","Census Tract 170, New York County, New York","3708","76","9","20","0","17","223","123","93","83","96","74","233","121","1532","223","581","178","325","130","616","187"
"1400000US36061017100","Census Tract 171, New York County, New York","4825","208","0","17","0","17","53","59","22","35","350","154","83","79","121","91","143","118","76","77","3977","316"
"1400000US36061017200","Census Tract 172, New York County, New York","2551","97","0","17","66","77","556","175","160","126","136","91","46","62","481","198","414","140","193","131","499","163"
"1400000US36061017300","Census Tract 173, New York County, New York","5116","194","0","17","0","17","63","73","221","113","363","159","486","221","283","185","29","41","226","150","3445","284"
"1400000US36061017401","Census Tract 174.01, New York County, New York","2340","78","0","12","0","12","128","92","101","84","41","67","321","149","675","214","696","185","88","62","290","155"
"1400000US36061017402","Census Tract 174.02, New York County, New York","1094","32","63","33","167","47","24","24","79","45","153","42","452","68","73","45","30","23","20","22","33","26"
"1400000US36061017500","Census Tract 175, New York County, New York","5710","219","0","19","0","19","0","19","171","131","668","206","128","140","55","63","250","163","192","124","4246","369"
"1400000US36061017700","Census Tract 177, New York County, New York","5265","73","0","17","0","17","0","17","62","78","67","79","929","257","1386","332","449","228","244","181","2128","289"
"1400000US36061017800","Census Tract 178, New York County, New York","2040","57","24","39","12","15","48","34","137","73","88","61","134","64","194","90","203","111","111","54","1089","147"
"1400000US36061017900","Census Tract 179, New York County, New York","5227","104","0","17","22","38","239","168","13","22","51","49","89","85","126","94","149","108","283","165","4255","273"
"1400000US36061018000","Census Tract 180, New York County, New York","3305","75","60","60","133","67","160","89","73","62","202","107","163","98","361","132","611","209","837","214","705","216"
"1400000US36061018100","Census Tract 181, New York County, New York","4773","161","0","17","0","17","0","17","96","106","293","185","963","313","1186","281","225","153","123","121","1887","311"
"1400000US36061018200","Census Tract 182, New York County, New York","3102","84","0","17","105","80","180","119","86","81","174","105","410","202","327","142","213","133","1064","232","543","221"
"1400000US36061018300","Census Tract 183, New York County, New York","5101","142","0","17","0","17","210","150","254","183","495","203","212","132","127","95","178","142","118","77","3507","394"
"1400000US36061018400","Census Tract 184, New York County, New York","3485","116","0","17","97","84","737","219","297","147","71","48","305","159","857","252","547","190","176","96","398","146"
"1400000US36061018500","Census Tract 185, New York County, New York","3270","67","0","12","224","95","210","90","53","48","43","45","124","97","1748","215","716","219","35","32","117","66"
"1400000US36061018600","Census Tract 186, New York County, New York","2167","59","0","17","0","17","29","45","27","41","24","34","200","103","116","117","1181","252","188","144","402","133"
"1400000US36061018700","Census Tract 187, New York County, New York","4695","81","0","17","0","17","108","131","28","47","0","17","48","58","239","137","176","155","252","122","3844","294"
"1400000US36061018800","Census Tract 188, New York County, New York","2602","115","0","17","117","95","360","170","257","128","73","52","199","131","625","185","126","110","233","139","612","189"
"1400000US36061018900","Census Tract 189, New York County, New York","5386","102","0","19","0","19","89","88","257","153","377","195","236","118","1050","322","1003","335","313","200","2061","368"
"1400000US36061019000","Census Tract 190, New York County, New York","1852","63","141","59","30","29","680","105","171","74","163","75","195","82","49","54","90","60","36","42","297","91"
"1400000US36061019100","Census Tract 191, New York County, New York","4825","100","0","17","0","17","85","75","0","17","29","49","0","17","247","170","262","225","228","93","3974","247"
"1400000US36061019200","Census Tract 192, New York County, New York","1433","37","0","12","0","12","18","22","0","12","16","26","51","40","365","131","722","172","75","61","186","96"
"1400000US36061019300","Census Tract 193, New York County, New York","4406","111","0","19","0","19","48","40","345","223","585","201","542","236","334","177","165","121","272","206","2115","371"
"1400000US36061019400","Census Tract 194, New York County, New York","2880","99","6","10","87","73","368","142","42","43","168","116","783","204","164","96","754","195","127","96","381","158"
"1400000US36061019500","Census Tract 195, New York County, New York","3757","102","0","17","0","17","87","39","9","14","34","37","70","57","51","39","119","71","191","129","3196","203"
"1400000US36061019600","Census Tract 196, New York County, New York","1732","58","4","6","22","24","170","81","138","87","175","61","698","136","138","84","69","45","157","84","161","84"
"1400000US36061019701","Census Tract 197.01, New York County, New York","519","31","128","43","11","11","294","49","16","14","0","12","18","24","10","12","12","19","0","12","30","26"
"1400000US36061019702","Census Tract 197.02, New York County, New York","1304","67","46","25","41","35","105","75","89","68","222","70","98","68","19","20","67","51","158","96","459","139"
"1400000US36061019800","Census Tract 198, New York County, New York","1244","100","0","12","0","12","426","97","269","88","11","17","0","12","13","18","22","18","59","69","444","115"
"1400000US36061019900","Census Tract 199, New York County, New York","3643","179","0","17","0","17","45","51","38","40","35","41","214","120","97","70","172","119","87","67","2955","223"
"1400000US36061020000","Census Tract 200, New York County, New York","1662","68","55","54","0","12","79","48","66","50","8","13","0","12","24","24","36","25","101","58","1293","137"
"1400000US36061020101","Census Tract 201.01, New York County, New York","302","16","0","12","0","12","0","12","0","12","4","6","0","12","10","10","0","12","22","13","266","24"
"1400000US36061020102","Census Tract 201.02, New York County, New York","1880","60","22","26","35","34","282","84","66","59","109","54","66","55","53","40","77","47","118","65","1052","150"
"1400000US36061020300","Census Tract 203, New York County, New York","401","49","0","12","0","12","6","10","0","12","0","12","28","21","21","17","11","12","16","25","319","51"
"1400000US36061020500","Census Tract 205, New York County, New York","1304","52","0","17","0","17","0","17","0","17","0","17","32","30","8","13","0","17","50","35","1214","64"
"1400000US36061020600","Census Tract 206, New York County, New York","1815","72","41","51","169","90","302","116","92","64","48","38","87","64","304","118","131","73","63","46","578","131"
"1400000US36061020701","Census Tract 207.01, New York County, New York","1364","37","0","12","0","12","0","12","26","21","32","38","8","13","32","37","54","49","29","24","1183","78"
"1400000US36061020800","Census Tract 208, New York County, New York","2718","67","140","94","201","145","353","130","189","121","56","63","182","114","25","47","173","127","25","33","1374","262"
"1400000US36061020901","Census Tract 209.01, New York County, New York","1636","50","0","12","0","12","24","26","105","56","0","12","77","61","273","99","488","128","214","94","455","127"
"1400000US36061021000","Census Tract 210, New York County, New York","3313","89","0","17","0","17","0","17","32","50","0","17","254","144","1194","238","377","186","1194","231","262","131"
"1400000US36061021100","Census Tract 211, New York County, New York","4656","162","0","19","0","19","25","40","32","52","78","79","291","208","531","224","1491","278","228","159","1980","349"
"1400000US36061021200","Census Tract 212, New York County, New York","2867","56","0","12","55","64","295","100","130","105","184","100","362","145","547","171","893","185","213","115","188","106"
"1400000US36061021303","Census Tract 213.03, New York County, New York","2550","89","13","22","0","17","28","37","11","22","209","107","97","81","24","41","95","79","372","172","1701","222"
"1400000US36061021400","Census Tract 214, New York County, New York","2108","51","3","8","0","12","0","12","89","56","69","55","214","94","871","152","664","138","110","69","88","48"
"1400000US36061021500","Census Tract 215, New York County, New York","1731","52","0","12","337","86","41","48","40","45","213","86","577","143","8","12","80","62","10","15","425","95"
"1400000US36061021600","Census Tract 216, New York County, New York","3857","144","84","79","109","65","418","157","189","111","126","67","86","84","377","164","293","125","90","63","2085","290"
"1400000US36061021703","Census Tract 217.03, New York County, New York","6","8","0","12","0","12","0","12","0","12","0","12","0","12","0","12","6","8","0","12","0","12"
"1400000US36061021800","Census Tract 218, New York County, New York","3158","127","57","68","16","26","324","135","103","71","202","114","135","87","164","116","137","79","397","137","1623","223"
"1400000US36061021900","Census Tract 219, New York County, New York","2276","127","0","17","0","17","15","24","0","17","47","52","123","112","421","195","347","188","258","127","1065","241"
"1400000US36061022000","Census Tract 220, New York County, New York","2976","79","76","61","93","69","313","125","222","116","38","42","170","103","77","57","231","110","165","87","1591","201"
"1400000US36061022102","Census Tract 221.02, New York County, New York","1309","81","0","12","0","12","280","73","92","60","5","10","80","55","25","36","105","82","70","51","652","120"
"1400000US36061022200","Census Tract 222, New York County, New York","1646","46","70","46","78","48","126","65","101","53","104","62","218","88","114","63","36","31","58","38","741","108"
"1400000US36061022301","Census Tract 223.01, New York County, New York","2571","69","0","17","0","17","95","68","13","23","68","73","72","59","10","18","121","83","211","113","1981","163"
"1400000US36061022302","Census Tract 223.02, New York County, New York","1530","58","0","12","0","12","30","46","47","49","45","34","808","138","324","111","45","52","80","53","151","72"
"1400000US36061022400","Census Tract 224, New York County, New York","3138","73","0","17","164","98","319","139","144","114","26","36","80","75","115","101","926","217","258","127","1106","203"
"1400000US36061022500","Census Tract 225, New York County, New York","4063","101","0","19","27","43","0","19","61","60","0","19","182","119","386","123","226","136","159","92","3022","268"
"1400000US36061022600","Census Tract 226, New York County, New York","2432","86","60","36","42","54","233","100","95","55","134","77","131","90","297","122","66","56","81","47","1293","179"
"1400000US36061022700","Census Tract 227, New York County, New York","2490","80","0","17","0","17","237","132","25","42","67","83","28","32","170","115","157","97","55","59","1751","198"
"1400000US36061022800","Census Tract 228, New York County, New York","2822","138","13","21","0","17","45","55","259","133","201","120","271","165","161","113","101","59","277","143","1494","237"
"1400000US36061022900","Census Tract 229, New York County, New York","3383","93","0","17","115","77","51","68","90","73","59","55","63","47","103","84","96","83","291","117","2515","218"
"1400000US36061023000","Census Tract 230, New York County, New York","4156","114","18","28","38","61","303","136","281","146","432","166","40","44","350","170","552","201","420","184","1722","269"
"1400000US36061023100","Census Tract 231, New York County, New York","3098","75","0","17","18","28","0","17","28","35","13","22","56","57","40","47","383","145","277","143","2283","206"
"1400000US36061023200","Census Tract 232, New York County, New York","3453","113","0","17","150","111","75","84","403","161","295","159","263","154","580","187","426","174","360","166","901","237"
"1400000US36061023300","Census Tract 233, New York County, New York","2723","69","0","17","10","15","106","58","29","44","27","30","65","54","103","68","119","101","285","133","1979","164"
"1400000US36061023400","Census Tract 234, New York County, New York","2511","72","0","17","58","69","298","126","5","12","148","78","367","187","22","39","89","73","203","133","1321","219"
"1400000US36061023501","Census Tract 235.01, New York County, New York","2782","87","96","65","80","61","51","58","89","83","41","67","18","29","211","141","46","57","237","133","1913","214"
"1400000US36061023502","Census Tract 235.02, New York County, New York","1001","29","0","12","5","7","0","12","140","47","103","61","60","39","28","28","77","52","109","56","479","86"
"1400000US36061023600","Census Tract 236, New York County, New York","3439","98","20","32","0","17","234","160","24","40","202","158","95","67","1671","236","289","173","202","100","702","199"
"1400000US36061023700","Census Tract 237, New York County, New York","2887","88","0","17","0","17","0","17","52","54","50","55","0","17","12","20","182","95","280","134","2311","177"
"1400000US36061023801","Census Tract 238.01, New York County, New York","3412","126","135","72","10","11","1236","206","102","88","0","17","1473","214","378","231","62","74","0","17","16","27"
"1400000US36061023802","Census Tract 238.02, New York County, New York","1995","41","0","17","81","65","248","78","196","133","535","176","698","205","142","126","0","17","0","17","95","42"
"1400000US36061023900","Census Tract 239, New York County, New York","1151","33","0","12","0","12","0","12","32","27","0","12","98","51","278","76","37","34","95","54","611","104"
"1400000US36061024000","Census Tract 240, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36061024100","Census Tract 241, New York County, New York","3671","75","35","42","0","17","0","17","0","17","136","95","77","64","335","125","329","157","280","151","2479","223"
"1400000US36061024200","Census Tract 242, New York County, New York","1984","48","92","58","394","100","162","61","51","42","281","89","486","128","132","68","99","68","53","49","234","101"
"1400000US36061024301","Census Tract 243.01, New York County, New York","1613","45","0","12","0","12","0","12","83","54","74","56","62","51","35","37","35","36","172","79","1152","113"
"1400000US36061024302","Census Tract 243.02, New York County, New York","2795","53","9","15","0","17","0","17","0","17","0","17","150","111","1484","205","777","156","195","114","180","87"
"1400000US36061024500","Census Tract 245, New York County, New York","5297","137","0","19","157","110","66","79","244","181","268","179","95","99","377","191","119","120","792","246","3179","382"
"1400000US36061024700","Census Tract 247, New York County, New York","2798","76","0","17","0","17","0","17","0","17","0","17","0","17","16","25","372","193","430","188","1980","249"
"1400000US36061024900","Census Tract 249, New York County, New York","472","19","64","31","6","9","0","12","0","12","11","11","24","18","72","36","38","26","30","29","227","51"
"1400000US36061025100","Census Tract 251, New York County, New York","915","51","0","12","19","19","5","7","56","37","41","32","35","33","25","21","53","32","76","36","605","82"
"1400000US36061025300","Census Tract 253, New York County, New York","4153","111","0","19","0","19","17","27","34","39","95","83","72","74","248","140","319","158","429","176","2939","261"
"1400000US36061025500","Census Tract 255, New York County, New York","2220","141","0","17","0","17","12","19","31","30","35","32","187","116","123","89","174","105","171","91","1487","196"
"1400000US36061025700","Census Tract 257, New York County, New York","1989","57","0","12","131","53","765","113","66","52","45","39","96","53","9","14","47","35","85","48","745","125"
"1400000US36061025900","Census Tract 259, New York County, New York","1902","73","0","12","173","70","885","136","123","65","104","64","52","45","29","33","151","82","39","32","346","125"
"1400000US36061026100","Census Tract 261, New York County, New York","4135","84","0","19","0","19","150","81","38","45","154","114","183","100","612","188","418","163","551","183","2029","309"
"1400000US36061026300","Census Tract 263, New York County, New York","3130","78","0","17","17","29","19","27","35","40","40","37","87","83","582","157","99","84","416","149","1835","212"
"1400000US36061026500","Census Tract 265, New York County, New York","3044","64","0","17","22","36","27","34","0","17","48","52","49","53","224","120","314","107","457","182","1903","191"
"1400000US36061026700","Census Tract 267, New York County, New York","632","31","0","12","0","12","3","5","2","5","0","12","0","12","38","25","103","41","188","64","298","64"
"1400000US36061026900","Census Tract 269, New York County, New York","2971","90","0","17","18","28","82","94","49","54","84","73","201","97","167","94","221","113","261","136","1888","225"
"1400000US36061027100","Census Tract 271, New York County, New York","3110","96","0","17","0","17","44","38","0","17","0","17","149","75","184","95","334","141","716","206","1683","247"
"1400000US36061027300","Census Tract 273, New York County, New York","3409","97","0","17","0","17","0","17","0","17","17","26","107","75","40","37","389","129","501","142","2355","217"
"1400000US36061027500","Census Tract 275, New York County, New York","1658","57","10","15","0","12","41","27","59","54","10","16","52","37","78","56","86","60","172","62","1150","114"
"1400000US36061027700","Census Tract 277, New York County, New York","2269","81","0","17","0","17","0","17","0","17","14","22","43","42","80","72","124","87","313","109","1695","171"
"1400000US36061027900","Census Tract 279, New York County, New York","4296","100","0","19","119","85","38","45","33","37","51","44","81","72","424","155","692","191","549","181","2309","258"
"1400000US36061028100","Census Tract 281, New York County, New York","1465","24","0","12","14","11","37","46","0","12","27","25","15","17","199","56","219","68","366","88","588","88"
"1400000US36061028300","Census Tract 283, New York County, New York","3397","82","0","17","0","17","0","17","37","44","0","17","220","123","877","208","616","185","376","153","1271","211"
"1400000US36061028500","Census Tract 285, New York County, New York","3002","68","0","17","13","23","0","17","106","69","35","43","177","99","171","96","183","96","419","182","1898","209"
"1400000US36061028700","Census Tract 287, New York County, New York","1812","32","0","12","0","12","0","12","30","34","8","12","43","37","66","54","113","63","211","64","1341","116"
"1400000US36061029100","Census Tract 291, New York County, New York","4203","118","13","20","0","19","26","31","167","102","47","53","190","126","473","152","441","189","514","187","2332","284"
"1400000US36061029300","Census Tract 293, New York County, New York","3224","101","0","17","0","17","0","17","0","17","247","158","199","136","228","118","121","115","492","164","1937","243"
"1400000US36061029500","Census Tract 295, New York County, New York","3542","110","15","24","34","39","16","25","35","42","23","36","146","118","43","42","299","135","488","173","2443","246"
"1400000US36061029700","Census Tract 297, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36061029900","Census Tract 299, New York County, New York","1629","42","9","14","0","12","0","12","31","38","7","13","17","21","160","77","764","142","334","112","307","105"
"1400000US36061030300","Census Tract 303, New York County, New York","1929","39","0","12","11","17","0","12","7","13","22","23","25","19","142","71","119","62","256","103","1347","131"
"1400000US36061030700","Census Tract 307, New York County, New York","1943","31","0","12","11","17","11","17","0","12","19","21","65","43","63","31","223","61","523","103","1028","121"
"1400000US36061030900","Census Tract 309, New York County, New York","4074","82","0","19","10","15","45","34","0","19","66","55","213","104","407","165","1326","258","501","175","1506","259"
"1400000US36061031100","Census Tract 311, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36061031703","Census Tract 317.03, New York County, New York","2772","121","0","17","251","88","1403","225","952","220","135","98","16","25","0","17","0","17","0","17","15","25"
"1400000US36061031704","Census Tract 317.04, New York County, New York","5738","92","0","19","54","63","815","228","575","153","3683","301","481","193","87","72","0","19","0","19","43","57"
"1400000US36061031900","Census Tract 319, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36063020100","Census Tract 201, Niagara County, New York","1649","69","0","12","0","12","0","12","119","90","51","69","80","55","29","27","509","129","146","56","715","121"
"1400000US36063020200","Census Tract 202, Niagara County, New York","1379","90","52","50","162","78","152","74","34","24","128","65","170","71","125","67","148","48","57","32","351","87"
"1400000US36063020300","Census Tract 203, Niagara County, New York","1100","59","0","12","28","34","22","35","8","14","6","9","94","59","69","44","357","95","143","69","373","107"
"1400000US36063020400","Census Tract 204, Niagara County, New York","791","55","0","12","0","12","0","12","6","9","13","15","0","12","27","17","94","48","125","60","526","71"
"1400000US36063020500","Census Tract 205, Niagara County, New York","1351","120","44","50","10","17","0","12","0","12","43","45","253","91","11","17","123","86","48","36","819","137"
"1400000US36063020600","Census Tract 206, Niagara County, New York","792","43","13","19","0","12","0","12","0","12","8","14","26","23","15","13","38","28","122","61","570","82"
